equipment_names,equipment_urls
DigiTech HT-6 PolyChromatic Tuner,/items/digitech-ht-6-polychromatic-tuner
DigiTech HardWire Series CM-2 Tube Overdrive Guitar Effects Pedal,/items/digitech-hardwire-series-cm-2-tube-overdrive-guitar-effects-pedal
DigiTech HardWire Series CR-7 Stereo Chorus Guitar Effects Pedal,/items/digitech-hardwire-series-cr-7-stereo-chorus-guitar-effects-pedal
DigiTech Hardwire DL8,/items/digitech-hardwire-dl8
DigiTech Hardwire HT-6 Polyphonic Tuner,/items/digitech-hardwire-ht-6-polyphonic-tuner
DigiTech Hardwire RV-7 Reverb,/items/digitech-hardwire-rv-7-reverb
DigiTech Hardwire SP-7 Stereo Phaser Pedal,/items/digitech-hardwire-sp-7-stereo-phaser-pedal
DigiTech Hardwire Series SC-2 Valve Distortion Guitar Effects Pedal,/items/digitech-hardwire-series-sc-2-valve-distortion-guitar-effects-pedal
DigiTech Hardwire Series TR-7 Stereo Tremolo and Rotary Guitar Effects Pedal,/items/digitech-hardwire-series-tr-7-stereo-tremolo-and-rotary-guitar-effects-pedal
DigiTech Hardwire Supernatural Ambient Reverb,/items/digitech-hardwire-supernatural-ambient-reverb
DigiTech Hardwire TL-2 Metal Distortion,/items/digitech-hardwire-tl-2-metal-distortion
DigiTech Hot Head Distortion,/items/digitech-hot-head-distortion
DigiTech JMEXTV JamMan Express XT Compact Stereo Looper Pedal,/items/digitech-jmextv-jamman-express-xt-compact-stereo-looper-pedal
DigiTech JML2 JamMan Stereo Looper and Phrase Sampler,/items/digitech-jml2-jamman-stereo-looper-and-phrase-sampler
DigiTech JamMan,/items/digitech-jamman--2
DigiTech JamMan Delay,/items/digitech-jamman-delay
DigiTech JamMan Solo Looper Pedal,/items/digitech-jamman-solo-looper-pedal
DigiTech JamMan Vocal XT Vocal Looper Effects Pedal,/items/digitech-jamman-vocal-xt-vocal-looper-effects-pedal
DigiTech Luxe,/items/digitech-luxe
DigiTech Multi Chorus - Chorus/Rotary Pedal,/items/digitech-multi-chorus-chorus-rotary-pedal
DigiTech Obscura Altered Delay,/items/digitech-obscura-altered-delay
DigiTech PDS-1002 Digital Delay Effects Pedal,/items/digitech-pds-1002-digital-delay-effects-pedal
DigiTech Polara Reverb,/items/digitech-polara-reverb
DigiTech RP100,/items/digitech-rp100
DigiTech RP360,/items/digitech-rp360
DigiTech RP500,/items/digitech-rp500
DigiTech Studio Quad 4: 4-in 4-out multi-effects processor,/items/digitech-studio-quad-4-4-in-4-out-multi-effects-processor
DigiTech Synth Wah,/items/digitech-synth-wah
DigiTech TimeBender,/items/digitech-timebender
DigiTech Vocal 300,/items/digitech-vocal-300
DigiTech WH1 Whammy Pedal,/items/digitech-wh1-whammy-pedal
DigiTech Whammy (4th Gen),/items/digitech-whammy-4th-gen
DigiTech Whammy (5th Gen),/items/digitech-whammy-5th-gen
DigiTech Whammy DT Drop Tune Guitar Effects Pedal,/items/digitech-whammy-dt-drop-tune-guitar-effects-pedal
DigiTech Whammy II Guitar Effects Pedal,/items/digitech-whammy-ii-guitar-effects-pedal
DigiTech Whammy Pitch-Shifting Pedal,/items/digitech-whammy-pitch-shifting-pedal
DigiTech XMM Metal Master Heavy Metal Distortion Pedal,/items/digitech-xmm-metal-master-heavy-metal-distortion-pedal
DigiTech XP-100 Whammy-Wah,/items/digitech-xp-100-whammy-wah
DigiTech XP-300 Space Station,/items/digitech-xp-300-space-station
DigiTech XP-99 Space Station,/items/digitech-xp-99-space-station
DigiTech XP200 Modulator,/items/digitech-xp200-modulator
DigiTech XTD Tone Driver Overdrive Pedal,/items/digitech-xtd-tone-driver-overdrive-pedal
DigiTech iStomp,/items/digitech-istomp
Digitech Control 2,/items/digitech-control-2
Digitech DHP-33,/items/digitech-dhp-33
"Digitech Dan Donegan ""The Weapon"" Pedal",/items/digitech-dan-donegan-the-weapon-pedal
Digitech IPS-33B Super Harmony Machine,/items/digitech-ips-33b-super-harmony-machine
Digitech Jimi Hendrix Experience,/items/digitech-jimi-hendrix-experience
Digitech Mosaic 12-String Emulator,/items/digitech-mosaic-12-string-emulator
Digitech PDS-8000 Echo Plus,/items/digitech-pds-8000-echo-plus
Digitech RP-20,/items/digitech-rp-20
Digitech RP355,/items/digitech-rp355
Digitech Rp55,/items/digitech-rp55
Digitech XHP Hyper Phase,/items/digitech-xhp-hyper-phase
Dinosaural Opticompressor OTC - 201,/items/dinosaural-opticompressor-otc-201
Dirt Transmitter,/items/dirt-transmitter
Dirty Boy Afro Fuzz,/items/dirty-boy-afro-fuzz
Dirty Boy Ball Buster,/items/dirty-boy-ball-buster
Dirty Boy Black Sheep,/items/dirty-boy-black-sheep
Dirty Boy Buzzy Boy,/items/dirty-boy-buzzy-boy
Dirty Boy Cannibal Boy,/items/dirty-boy-cannibal-boy
Dirty Boy Fuzzy Boy,/items/dirty-boy-fuzzy-boy
Dirty Boy Germanium Boy,/items/dirty-boy-germanium-boy
Dirty Boy Octo '59,/items/dirty-boy-octo-59
Dirty Boy Stone Boy,/items/dirty-boy-stone-boy
Dirty Boy Tone Bully Fuzz Pedal,/items/dirty-boy-tone-bully-fuzz-pedal
Disaster Area DMC-3XL MIDI Foot Controller,/items/disaster-area-dmc-3xl-midi-foot-controller
Divided By 13 Switchazel,/items/divided-by-13-switchazel
Divided by 13 Joyride Overdrive,/items/divided-by-13-joyride-overdrive
Donner Blues Drive,/items/donner-blues-drive
Donner Yellow Fall Vintage Pure Analog Delay Guitar Effect Pedal True Bypass,/items/donner-yellow-fall-vintage-pure-analog-delay-guitar-effect-pedal-true-bypass
Doyle Wolfgang Von Franekstein's Gorgeous Frankentein's Pedal Board,/items/doyle-wolfgang-von-franekstein-s-gorgeous-frankentein-s-pedal-board
Doyle Wolfgang von Frankenstein's Pedal Board,/items/doyle-wolfgang-von-frankenstein-s-pedal-board
Dr Green Bearded Lady Bass Fuzz Pedal,/items/dr-green-bearded-lady-bass-fuzz-pedal
Dr Green Doctors Note Envelope Filter Bass Pedal,/items/dr-green-doctors-note-envelope-filter-bass-pedal
Dr Green Tourniquet Compressor Bass Guitar Effects Pedal,/items/dr-green-tourniquet-compressor-bass-guitar-effects-pedal
Dr Scientist BitQuest!,/items/dr-scientist-bitquest
Dr Scientist Reverberator,/items/dr-scientist-reverberator--2
Dr. No Octofuzz,/items/dr-no-octofuzz
Dr. Scientist Reverberator,/items/dr-scientist-reverberator
Dr. Scientist The Elements,/items/dr-scientist-the-elements
Dr. Scientist Tremolessence,/items/dr-scientist-tremolessence
Dr.No Alain Johannes 11:11,/items/dr-no-alain-johannes-11-11
Dr.No Drive-O-Matic Effects Pedal,/items/dr-no-drive-o-matic-effects-pedal
Dr.No More Gary,/items/dr-no-more-gary
Dr.No Powerdriver/ Booster,/items/dr-no-powerdriver-booster
Dregain - Dregen Signature,/items/dregain-dregen-signature
Drive Breaker Distortion Effects Pedal,/items/drive-breaker-distortion-effects-pedal
Drybell Vibe Machine V-1,/items/drybell-vibe-machine-v-1
Duesenberg Gold Boost Guitar Effects Pedal,/items/duesenberg-gold-boost-guitar-effects-pedal
Dunlop 535Q Cry Baby Multi-Wah,/items/dunlop-535q-cry-baby-multi-wah
Dunlop 535QC Chrome Cry Baby Wah Pedal,/items/dunlop-535qc-chrome-cry-baby-wah-pedal
Dunlop 95Q Cry Baby Wah Wah,/items/dunlop-95q-cry-baby-wah-wah
Dunlop Buddy Guy Signature Cry Baby Wah Wah,/items/dunlop-buddy-guy-signature-cry-baby-wah-wah
Dunlop Cry Baby 105Q Bass Wah Pedal,/items/dunlop-cry-baby-105q-bass-wah-pedal
Dunlop Cry Baby DCR-2SR Rack Module,/items/dunlop-cry-baby-dcr-2sr-rack-module
Dunlop Cry Baby Fazel,/items/dunlop-cry-baby-fazel
Dunlop Cry Baby QZ-1 Q-Zone Pedal,/items/dunlop-cry-baby-qz-1-q-zone-pedal
Dunlop Cry Baby Wah Pedal,/items/dunlop-cry-baby-wah-pedal
Dunlop Cry Baby Zakk Wylde Signature Wah,/items/dunlop-cry-baby-zakk-wylde-signature-wah
Dunlop CryBaby Crystal,/items/dunlop-crybaby-crystal
Dunlop Crybaby Wah DCR-ISR,/items/dunlop-crybaby-wah-dcr-isr
Dunlop DC-Brick Multi-Power Supply,/items/dunlop-dc-brick-multi-power-supply
Dunlop DCR1FC Cry Baby Rack Foot Controller,/items/dunlop-dcr1fc-cry-baby-rack-foot-controller
Dunlop DVP1 Volume Pedal,/items/dunlop-dvp1-volume-pedal
Dunlop DVP3 Volume (X) Pedal,/items/dunlop-dvp3-volume-x-pedal
Dunlop Dallas Arbiter Fuzz Face,/items/dunlop-dallas-arbiter-fuzz-face
Dunlop Dimebag Signature Cry Baby Wah Wah,/items/dunlop-dimebag-signature-cry-baby-wah-wah
Dunlop EVH 35th Anniversary Wah,/items/dunlop-evh-35th-anniversary-wah
Dunlop EVH 95 Signature Wah,/items/dunlop-evh-95-signature-wah
Dunlop Echoplex Delay EP103,/items/dunlop-echoplex-delay-ep103
Dunlop Echoplex Preamp Guitar Effects Pedal,/items/dunlop-echoplex-preamp-guitar-effects-pedal
Dunlop Electric Trigger® Capos 87,/items/dunlop-electric-trigger-capos-87
Dunlop Eric Johnson Signature Fuzz Face,/items/dunlop-eric-johnson-signature-fuzz-face
Dunlop GCB-80 High Gain Volume Pedal,/items/dunlop-gcb-80-high-gain-volume-pedal
Dunlop GCB95 Cry Baby Wah Wah,/items/dunlop-gcb95-cry-baby-wah-wah
Dunlop GCB95F Cry Baby Classic Wah Wah,/items/dunlop-gcb95f-cry-baby-classic-wah-wah
Dunlop Heil HT1 Talk Box,/items/dunlop-heil-ht1-talk-box
Dunlop JB95 Joe Bonamassa Signature Cry Baby Wah,/items/dunlop-jb95-joe-bonamassa-signature-cry-baby-wah
Dunlop JC95 Jerry Cantrell Signature Wah,/items/dunlop-jc95-jerry-cantrell-signature-wah
Dunlop JD-4S Rotovibe,/items/dunlop-jd-4s-rotovibe
Dunlop JDF2 Fuzz Face,/items/dunlop-jdf2-fuzz-face
Dunlop JH3S Jimi Hendrix Octave Fuzz,/items/dunlop-jh3s-jimi-hendrix-octave-fuzz
Dunlop JHM2 Jimi Hendrix Octavio,/items/dunlop-jhm2-jimi-hendrix-octavio
Dunlop JHOC1 Jimi Hendrix Octavio,/items/dunlop-jhoc1-jimi-hendrix-octavio
Dunlop Jimi Hendrix Fuzz Face Mini Distortion FFM3,/items/dunlop-jimi-hendrix-fuzz-face-mini-distortion-ffm3
Dunlop Jimi Hendrix JH1 Wah Guitar Effect Pedal,/items/dunlop-jimi-hendrix-jh1-wah-guitar-effect-pedal
Dunlop Jimi Hendrix™ Signature Wah,/items/dunlop-jimi-hendrix-signature-wah
Dunlop Joe Bonamassa Fuzz Face JB-F3 Black,/items/dunlop-joe-bonamassa-fuzz-face-jb-f3-black
Dunlop Joe Bonamassa Fuzz Face JB-F3 Copper Top,/items/dunlop-joe-bonamassa-fuzz-face-jb-f3-copper-top
Dunlop John Petrucci Signature Crybaby Wah JP-95,/items/dunlop-john-petrucci-signature-crybaby-wah-jp-95
Dunlop KH95 Kirk Hammett Signature Cry Baby Wah Guitar Effects Pedal,/items/dunlop-kh95-kirk-hammett-signature-cry-baby-wah-guitar-effects-pedal
Dunlop MXR M135 Smart Gate,/items/dunlop-mxr-m135-smart-gate
Dunlop SW95 Slash Signature Cry Baby Wah Wah,/items/dunlop-sw95-slash-signature-cry-baby-wah-wah
Dunlop Silicon Fuzz Face Mini Distortion,/items/dunlop-silicon-fuzz-face-mini-distortion
Dunlop Slash Cry Baby Classic Wah Wah SC95,/items/dunlop-slash-cry-baby-classic-wah-wah-sc95
Dunlop TS-1 Tremolo Stereo Pan,/items/dunlop-ts-1-tremolo-stereo-pan
Dunlop Tortex Standard Guitar Picks 0.73mm,/items/dunlop-tortex-standard-guitar-picks-0-73mm
Dunlop UV-1 Univibe,/items/dunlop-uv-1-univibe
Dunlop UV-1 Univibe Foot Controller Pedal,/items/dunlop-uv-1-univibe-foot-controller-pedal
Dunlop Uni-Vibe Stereo Chorus,/items/dunlop-uni-vibe-stereo-chorus
Dunlop Volume X Mini Pedal DVP4,/items/dunlop-volume-x-mini-pedal-dvp4
Dunlop WAH Andreas Kisser AK 95,/items/dunlop-wah-andreas-kisser-ak-95
Dunlop Zakk Wylde Signature Rotovibe® Chorus/Vibrato - ZW357,/items/dunlop-zakk-wylde-signature-rotovibe-chorus-vibrato-zw357
Durham Electronics Crazy Horse,/items/durham-electronics-crazy-horse
Durham Electronics Sex Drive,/items/durham-electronics-sex-drive
Dwarfcraft Devices Eau Claire Thunder,/items/dwarfcraft-devices-eau-claire-thunder
Dwarfcraft Devices Gears,/items/dwarfcraft-devices-gears
Dwarfcraft Devices Minivan Echo,/items/dwarfcraft-devices-minivan-echo
Dwarfcraft Devices Satan Oscillate My Metallic Sonatas Pedal,/items/dwarfcraft-devices-satan-oscillate-my-metallic-sonatas-pedal
Dwarfcraft Devices Surrender Dorothy,/items/dwarfcraft-devices-surrender-dorothy
Dwarfcraft Devices The Great Destroyer Rhythmic Oscillation and Industrial Fuzz,/items/dwarfcraft-devices-the-great-destroyer-rhythmic-oscillation-and-industrial-fuzz
Dwarfcraft Shiva Fuzz Guitar Effects Pedal,/items/dwarfcraft-shiva-fuzz-guitar-effects-pedal
Dwarfcraft Total Spack Vibes (Right Now) Effects Pedal,/items/dwarfcraft-total-spack-vibes-right-now-effects-pedal
Dynastar M-31 Vacuum Tube Overdrive Unit,/items/dynastar-m-31-vacuum-tube-overdrive-unit
E.W.S. Brute Drive,/items/e-w-s-brute-drive
EAR-FUZZ Blue Buzz,/items/ear-fuzz-blue-buzz
EBS DynaVerb High Dynamics Stereo Reverb Pedal,/items/ebs-dynaverb-high-dynamics-stereo-reverb-pedal
EBS MultiComp True Dual Band Compressor Pedal,/items/ebs-multicomp-true-dual-band-compressor-pedal
EBS MultiDrive Universal Overdrive Pedal,/items/ebs-multidrive-universal-overdrive-pedal
EBS OctaBass Triple Mode Octave Divider Pedal,/items/ebs-octabass-triple-mode-octave-divider-pedal
EBS UniChorus Analog Signal Processing Pedal,/items/ebs-unichorus-analog-signal-processing-pedal
EBS Valve Drive DI Signature Drive Bass Pedal,/items/ebs-valve-drive-di-signature-drive-bass-pedal
EBTECH HE-2-XLR Hum Eliminator,/items/ebtech-he-2-xlr-hum-eliminator
EMMA reezaFRATzitz,/items/emma-reezafratzitz
EMPRESS Multidrive,/items/empress-multidrive
EMS Synthi Hi-Fli,/items/ems-synthi-hi-fli
EMT 252 Digital Reverb,/items/emt-252-digital-reverb
ESP LTD EC Series EC-1000 Electric Guitar,/items/esp-ltd-ec-series-ec-1000-electric-guitar
EVH 5150 III Footswitch,/items/evh-5150-iii-footswitch
EWS BMC Bass Mid Control,/items/ews-bmc-bass-mid-control
EWS Fuzzy Drive,/items/ews-fuzzy-drive
EWS Subtle Volume Control,/items/ews-subtle-volume-control
EarthQuaker Devices Acapulco Gold Distortion,/items/earthquaker-devices-acapulco-gold-distortion
EarthQuaker Devices Afterneath,/items/earthquaker-devices-afterneath
EarthQuaker Devices Arpanoid Polyphonic Pitch Arpeggiator Guitar Effects Pedal,/items/earthquaker-devices-arpanoid-polyphonic-pitch-arpeggiator-guitar-effects-pedal
EarthQuaker Devices Avalanche Run Stereo Delay and Reverb,/items/earthquaker-devices-avalanche-run-stereo-delay-and-reverb
EarthQuaker Devices Bit Commander,/items/earthquaker-devices-bit-commander
EarthQuaker Devices Crimson Drive,/items/earthquaker-devices-crimson-drive
EarthQuaker Devices Disaster Transport Jr.,/items/earthquaker-devices-disaster-transport-jr
EarthQuaker Devices Disaster Transport Sr.,/items/earthquaker-devices-disaster-transport-sr
EarthQuaker Devices Dispatch Master,/items/earthquaker-devices-dispatch-master
EarthQuaker Devices Ghost Echo Reverb,/items/earthquaker-devices-ghost-echo-reverb
EarthQuaker Devices Hoof,/items/earthquaker-devices-hoof
EarthQuaker Devices Hoof Reaper,/items/earthquaker-devices-hoof-reaper
EarthQuaker Devices Hummingbird,/items/earthquaker-devices-hummingbird
EarthQuaker Devices Levitation Reverb,/items/earthquaker-devices-levitation-reverb
EarthQuaker Devices Monarch Overdrive Pedal,/items/earthquaker-devices-monarch-overdrive-pedal
EarthQuaker Devices Organizer,/items/earthquaker-devices-organizer
EarthQuaker Devices Palisades Overdrive,/items/earthquaker-devices-palisades-overdrive
EarthQuaker Devices Park Fuzz,/items/earthquaker-devices-park-fuzz
EarthQuaker Devices Rainbow Machine Polyphonic Pitch Mesmerizer Guitar Effects Pedal,/items/earthquaker-devices-rainbow-machine-polyphonic-pitch-mesmerizer-guitar-effects-pedal
EarthQuaker Devices Sea Machine V2 Super Chorus,/items/earthquaker-devices-sea-machine-v2-super-chorus
EarthQuaker Devices Speaker Cranker,/items/earthquaker-devices-speaker-cranker
EarthQuaker Devices Talons Overdrive Guitar Effects Pedal,/items/earthquaker-devices-talons-overdrive-guitar-effects-pedal
EarthQuaker Devices Tentacle Analog Octave Up Guitar Effects Pedal,/items/earthquaker-devices-tentacle-analog-octave-up-guitar-effects-pedal
EarthQuaker Devices Terminal Fuzz,/items/earthquaker-devices-terminal-fuzz
EarthQuaker Devices The Depths,/items/earthquaker-devices-the-depths
EarthQuaker Devices Tone Reaper,/items/earthquaker-devices-tone-reaper
EarthQuaker Devices Transmisser,/items/earthquaker-devices-transmisser
Earthbound Audio Supercollider Fuzz,/items/earthbound-audio-supercollider-fuzz
Earthquaker Devices Black Eye Clean Boost,/items/earthquaker-devices-black-eye-clean-boost
Earthquaker Devices Cloven Hoof,/items/earthquaker-devices-cloven-hoof
Earthquaker Devices Dirt Transmitter Fuzz Pedal,/items/earthquaker-devices-dirt-transmitter-fuzz-pedal
Earthquaker Devices Disaster Transport,/items/earthquaker-devices-disaster-transport
Earthquaker Devices Dreamcrusher,/items/earthquaker-devices-dreamcrusher
Earthquaker Devices Dunes,/items/earthquaker-devices-dunes
Earthquaker Devices Fuzz Master General,/items/earthquaker-devices-fuzz-master-general
Earthquaker Devices Grand Orbiter Phaser Pedal,/items/earthquaker-devices-grand-orbiter-phaser-pedal
Earthquaker Devices Grand Orbiter V2,/items/earthquaker-devices-grand-orbiter-v2
Earthquaker Devices Gray Channel,/items/earthquaker-devices-gray-channel
Earthquaker Devices Interstellar Orbiter • Dual Resonant Filter,/items/earthquaker-devices-interstellar-orbiter-dual-resonant-filter
Earthquaker Devices Pitch Bay,/items/earthquaker-devices-pitch-bay
Earthquaker Devices The Warden,/items/earthquaker-devices-the-warden
Earthquaker Devices Tone Job EQ,/items/earthquaker-devices-tone-job-eq
Earthquaker Devices White Light,/items/earthquaker-devices-white-light
Ebtech 2-Channel Hum Eliminator,/items/ebtech-2-channel-hum-eliminator
Echoplex EP-3,/items/echoplex-ep-3
Effectrode Fire Bottle Tube Boost,/items/effectrode-fire-bottle-tube-boost
Effectrode PC-2A Compressor Pedal,/items/effectrode-pc-2a-compressor-pedal
Effectrode Tube Drive Overdrive,/items/effectrode-tube-drive-overdrive
Effectrode Tube-Vibe,/items/effectrode-tube-vibe
Electro Faustus EF108 – Step Child,/items/electro-faustus-ef108-step-child
Electro Harmonix / Sovtek - Small Stone Version 3,/items/electro-harmonix-sovtek-small-stone-version-3
Electro Harmonix Big Muff Civil War,/items/electro-harmonix-big-muff-civil-war
Electro Harmonix C9 Organ pedal,/items/electro-harmonix-c9-organ-pedal
Electro Harmonix Deluxe Memory Man 550 Tap Tempo,/items/electro-harmonix-deluxe-memory-man-550-tap-tempo
Electro Harmonix EH-5000 Frequency Analyzer Ring Modulator,/items/electro-harmonix-eh-5000-frequency-analyzer-ring-modulator
Electro Harmonix East River Drive,/items/electro-harmonix-east-river-drive
Electro Harmonix Hog Guitar Synthesizer,/items/electro-harmonix-hog-guitar-synthesizer
Electro Harmonix Holy Grail Neo Reverb Pedal,/items/electro-harmonix-holy-grail-neo-reverb-pedal
Electro Harmonix Mel9 Tape Replay Machine,/items/electro-harmonix-mel9-tape-replay-machine
Electro Harmonix Micro Q-Tron,/items/electro-harmonix-micro-q-tron
Electro Harmonix Stereo Electric Mistress,/items/electro-harmonix-stereo-electric-mistress
Electro Harmonix Superego Synth Engine,/items/electro-harmonix-superego-synth-engine
Electro Harmonix The Clone Theory,/items/electro-harmonix-the-clone-theory
Electro Harmonix Tube Zipper,/items/electro-harmonix-tube-zipper
Electro faustus EF102 photo theremin,/items/electro-faustus-ef102-photo-theremin
Electro-Hamonix Metal Muff with Top Boost,/items/electro-hamonix-metal-muff-with-top-boost
Electro-Harmonix  Super Pulsar - Stereo Tap Tremolo,/items/electro-harmonix-super-pulsar-stereo-tap-tremolo
Electro-Harmonix #1 Echo Digital Delay Guitar Effects Pedal,/items/electro-harmonix-1-echo-digital-delay-guitar-effects-pedal
Electro-Harmonix 16 Second Delay Pedal,/items/electro-harmonix-16-second-delay-pedal
Electro-Harmonix 45000 Multi-Track Looping Recorder,/items/electro-harmonix-45000-multi-track-looping-recorder
Electro-Harmonix 8 Step Program,/items/electro-harmonix-8-step-program
Electro-Harmonix B9 Organ Machine,/items/electro-harmonix-b9-organ-machine
Electro-Harmonix Bad Stone Phase Shifter,/items/electro-harmonix-bad-stone-phase-shifter
Electro-Harmonix Bass Blogger,/items/electro-harmonix-bass-blogger
Electro-Harmonix Bass MicroSynth Effects Pedal,/items/electro-harmonix-bass-microsynth-effects-pedal
Electro-Harmonix Bass Soul Food,/items/electro-harmonix-bass-soul-food
Electro-Harmonix Bassballs,/items/electro-harmonix-bassballs
Electro-Harmonix Big Muff Pi,/items/electro-harmonix-big-muff-pi
Electro-Harmonix Big Muff Pi Ram's Head,/items/electro-harmonix-big-muff-pi-ram-s-head
Electro-Harmonix Big Muff Pi with Tone Wicker,/items/electro-harmonix-big-muff-pi-with-tone-wicker
Electro-Harmonix Black Finger Tube Compression Pedal,/items/electro-harmonix-black-finger-tube-compression-pedal
Electro-Harmonix Cathedral Stereo Reverb Pedal,/items/electro-harmonix-cathedral-stereo-reverb-pedal
Electro-Harmonix Chill Switch Momentary Line Selector,/items/electro-harmonix-chill-switch-momentary-line-selector
Electro-Harmonix Classics 2880 Super Multitrack Looper Guitar Effects Pedal,/items/electro-harmonix-classics-2880-super-multitrack-looper-guitar-effects-pedal
Electro-Harmonix Classics English Muff'n Overdrive Guitar Effects Pedal,/items/electro-harmonix-classics-english-muff-n-overdrive-guitar-effects-pedal
Electro-Harmonix Classics USSR Big Muff Pi,/items/electro-harmonix-classics-ussr-big-muff-pi
Electro-Harmonix Crying Bass Wah/Fuzz,/items/electro-harmonix-crying-bass-wah-fuzz
Electro-Harmonix Deluxe Electric Mistress,/items/electro-harmonix-deluxe-electric-mistress
Electro-Harmonix Deluxe Memory Boy,/items/electro-harmonix-deluxe-memory-boy
Electro-Harmonix Deluxe Memory Man,/items/electro-harmonix-deluxe-memory-man
Electro-Harmonix Deluxe Memory Man (Classic Chassis) Analog Delay/Chorus/Vibrato,/items/electro-harmonix-deluxe-memory-man-classic-chassis-analog-delay-chorus-vibrato
Electro-Harmonix Deluxe Memory Man with Tap Tempo,/items/electro-harmonix-deluxe-memory-man-with-tap-tempo
Electro-Harmonix Doctor Q,/items/electro-harmonix-doctor-q
Electro-Harmonix Double Muff,/items/electro-harmonix-double-muff
Electro-Harmonix Echoflanger (1977),/items/electro-harmonix-echoflanger-1977
Electro-Harmonix Electric Mistress Flanger/Filter Matrix,/items/electro-harmonix-electric-mistress-flanger-filter-matrix
Electro-Harmonix Epitome,/items/electro-harmonix-epitome
Electro-Harmonix Flanger Hoax Phaser/Flanger Modulator,/items/electro-harmonix-flanger-hoax-phaser-flanger-modulator
Electro-Harmonix Freeze Sound Retainer Compression Guitar Effects Pedal,/items/electro-harmonix-freeze-sound-retainer-compression-guitar-effects-pedal
Electro-Harmonix Frequency Analyzer,/items/electro-harmonix-frequency-analyzer
Electro-Harmonix Graphic Fuzz,/items/electro-harmonix-graphic-fuzz
Electro-Harmonix Green Russian Big Muff Pi,/items/electro-harmonix-green-russian-big-muff-pi
Electro-Harmonix HOG 2 Harmonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-hog-2-harmonic-octave-generator-guitar-effects-pedal
Electro-Harmonix HOG Foot Controller,/items/electro-harmonix-hog-foot-controller
Electro-Harmonix Holier Grail,/items/electro-harmonix-holier-grail
Electro-Harmonix Holy Grail Nano Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-nano-reverb-guitar-effects-pedal
Electro-Harmonix Holy Grail Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-reverb-guitar-effects-pedal
Electro-Harmonix Holy Stain,/items/electro-harmonix-holy-stain
Electro-Harmonix Hot Tubes,/items/electro-harmonix-hot-tubes
Electro-Harmonix Iron Lung Vocoder Pedal,/items/electro-harmonix-iron-lung-vocoder-pedal
Electro-Harmonix KNOCKOUT Attack Equalizer,/items/electro-harmonix-knockout-attack-equalizer
Electro-Harmonix Key9 Electric Piano Machine,/items/electro-harmonix-key9-electric-piano-machine
Electro-Harmonix Killswitch,/items/electro-harmonix-killswitch
Electro-Harmonix LPB-1 Linear Power Booster Preamp,/items/electro-harmonix-lpb-1-linear-power-booster-preamp
Electro-Harmonix LPB-2ube,/items/electro-harmonix-lpb-2ube--2
Electro-Harmonix Little Big Muff Pi,/items/electro-harmonix-little-big-muff-pi
Electro-Harmonix Memory Boy,/items/electro-harmonix-memory-boy
Electro-Harmonix Memory Toy,/items/electro-harmonix-memory-toy
Electro-Harmonix Micro POG,/items/electro-harmonix-micro-pog
Electro-Harmonix Micro Synthesizer,/items/electro-harmonix-micro-synthesizer
Electro-Harmonix MicroSynth XO Pedal,/items/electro-harmonix-microsynth-xo-pedal
Electro-Harmonix Nano Big Muff Pi,/items/electro-harmonix-nano-big-muff-pi
Electro-Harmonix Nano Clone Chorus,/items/electro-harmonix-nano-clone-chorus
Electro-Harmonix Nano Double Muff Distortion,/items/electro-harmonix-nano-double-muff-distortion
Electro-Harmonix Nano Muff Overdirve,/items/electro-harmonix-nano-muff-overdirve
Electro-Harmonix Nano POG Polyphonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-nano-pog-polyphonic-octave-generator-guitar-effects-pedal
Electro-Harmonix Nano Soul Preacher Comp Pedal,/items/electro-harmonix-nano-soul-preacher-comp-pedal
Electro-Harmonix Neo Clone Analog Chorus,/items/electro-harmonix-neo-clone-analog-chorus
Electro-Harmonix Neo Mistress,/items/electro-harmonix-neo-mistress
Electro-Harmonix Octave Multiplexer Pedal,/items/electro-harmonix-octave-multiplexer-pedal
Electro-Harmonix Original Q-Tron,/items/electro-harmonix-original-q-tron
Electro-Harmonix POG Polyphonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-pog-polyphonic-octave-generator-guitar-effects-pedal
Electro-Harmonix POG2 Polyphonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-pog2-polyphonic-octave-generator-guitar-effects-pedal
Electro-Harmonix Pitch Fork,/items/electro-harmonix-pitch-fork
Electro-Harmonix Pocket Metal Muff,/items/electro-harmonix-pocket-metal-muff
Electro-Harmonix Q-Tron,/items/electro-harmonix-q-tron
Electro-Harmonix Q-Tron Plus,/items/electro-harmonix-q-tron-plus
Electro-Harmonix Ravish Sitar,/items/electro-harmonix-ravish-sitar
Electro-Harmonix Riddle - Envelope Filter for Guitar,/items/electro-harmonix-riddle-envelope-filter-for-guitar
Electro-Harmonix Ring-Thing,/items/electro-harmonix-ring-thing
Electro-Harmonix Russian Big Muff Pi,/items/electro-harmonix-russian-big-muff-pi
Electro-Harmonix Satisfaction Fuzz,/items/electro-harmonix-satisfaction-fuzz
